contig  chromosome
RXNX01019953	NW_022593732.1
RXNX01019954	NW_022593733.1
RXNX01019955	NW_022593734.1
RXNX01019956	NW_022593735.1
RXNX01019957	NW_022593736.1
RXNX01019958	NW_022593737.1
RXNX01019959	NW_022593738.1
RXNX01019962	NW_022593740.1
RXNX01019967	NW_022593743.1
RXNX01019968	NW_022593744.1
RXNX01019969	NW_022593745.1
RXNX01019970	NW_022593746.1
RXNX01019973	NW_022593748.1
RXNX01019974	NW_022593749.1
RXNX01019975	NW_022593750.1
RXNX01019976	NW_022593751.1
RXNX01019977	NW_022593752.1
RXNX01019978	NW_022593753.1
RXNX01019979	NW_022593754.1
RXNX01019980	NW_022593755.1
RXNX01019981	NW_022593756.1
RXNX01019982	NW_022593757.1
RXNX01019983	NW_022593758.1
RXNX01019984	NW_022593759.1
RXNX01019985	NW_022593760.1
RXNX01019986	NW_022593761.1
RXNX01019987	NW_022593762.1
RXNX01019988	NW_022593763.1
RXNX01019989	NW_022593764.1
RXNX01019990	NW_022593765.1
RXNX01019991	NW_022593766.1
RXNX01019992	NW_022593767.1
RXNX01019993	NW_022593768.1
RXNX01019994	NW_022593769.1
RXNX01019995	NW_022593770.1
RXNX01019996	NW_022593771.1
RXNX01019997	NW_022593772.1
RXNX01019998	NW_022593773.1
RXNX01019999	NW_022593774.1
RXNX01020000	NW_022593775.1
RXNX01020001	NW_022593776.1
RXNX01020002	NW_022593777.1
RXNX01020003	NW_022593778.1
RXNX01020004	NW_022593779.1
RXNX01020005	NW_022593780.1
RXNX01020008	NW_022593782.1
RXNX01020009	NW_022593783.1
RXNX01020010	NW_022593784.1
RXNX01020011	NW_022593785.1
RXNX01020012	NW_022593786.1
RXNX01020013	NW_022593787.1
RXNX01020014	NW_022593788.1
RXNX01020015	NW_022593789.1
RXNX01020016	NW_022593790.1
RXNX01020017	NW_022593791.1
RXNX01020018	NW_022593792.1
RXNX01020019	NW_022593793.1
RXNX01020020	NW_022593794.1
RXNX01020021	NW_022593795.1
RXNX01020022	NW_022593796.1
RXNX01020023	NW_022593797.1
RXNX01020024	NW_022593798.1
RXNX01020025	NW_022593799.1
RXNX01020026	NW_022593800.1
RXNX01020027	NW_022593801.1
RXNX01020028	NW_022593802.1
RXNX01020029	NW_022593803.1
RXNX01020030	NW_022593804.1
RXNX01020031	NW_022593805.1
RXNX01020032	NW_022593806.1
RXNX01020033	NW_022593807.1
RXNX01020034	NW_022593808.1
RXNX01020035	NW_022593809.1
RXNX01020036	NW_022593810.1
RXNX01020037	NW_022593811.1
RXNX01020038	NW_022593812.1
RXNX01020039	NW_022593813.1
RXNX01020040	NW_022593814.1
RXNX01020041	NW_022593815.1
RXNX01020042	NW_022593816.1
RXNX01020043	NW_022593817.1
RXNX01020044	NW_022593818.1
RXNX01020045	NW_022593819.1
RXNX01020046	NW_022593820.1
RXNX01020051	NW_022593823.1
RXNX01020052	NW_022593824.1
RXNX01020053	NW_022593825.1
RXNX01020054	NW_022593826.1
RXNX01020055	NW_022593827.1
RXNX01020058	NW_022593829.1
RXNX01020059	NW_022593830.1
RXNX01020062	NW_022593832.1
RXNX01020063	NW_022593833.1
RXNX01020064	NW_022593834.1
RXNX01020065	NW_022593835.1
RXNX01020066	NW_022593836.1
RXNX01020067	NW_022593837.1
RXNX01020068	NW_022593838.1
RXNX01020069	NW_022593839.1
RXNX01020070	NW_022593840.1
RXNX01020071	NW_022593841.1
RXNX01020072	NW_022593842.1
RXNX01020073	NW_022593843.1
RXNX01020074	NW_022593844.1
RXNX01020077	NW_022593846.1
RXNX01020078	NW_022593847.1
RXNX01020079	NW_022593848.1
RXNX01020082	NW_022593850.1
RXNX01020083	NW_022593851.1
RXNX01020084	NW_022593852.1
RXNX01020085	NW_022593853.1
RXNX01020086	NW_022593854.1
RXNX01020087	NW_022593855.1
RXNX01020088	NW_022593856.1
RXNX01020089	NW_022593857.1
RXNX01020092	NW_022593859.1
RXNX01020093	NW_022593860.1
RXNX01020094	NW_022593861.1
RXNX01020095	NW_022593862.1
RXNX01020096	NW_022593863.1
RXNX01020097	NW_022593864.1
RXNX01020098	NW_022593865.1
RXNX01020099	NW_022593866.1
RXNX01020100	NW_022593867.1
RXNX01020101	NW_022593868.1
RXNX01020102	NW_022593869.1
RXNX01020103	NW_022593870.1
RXNX01020104	NW_022593871.1
RXNX01020105	NW_022593872.1
RXNX01020106	NW_022593873.1
RXNX01020107	NW_022593874.1
RXNX01020108	NW_022593875.1
RXNX01020109	NW_022593876.1
RXNX01020110	NW_022593877.1
RXNX01020111	NW_022593878.1
RXNX01020112	NW_022593879.1
RXNX01020113	NW_022593880.1
RXNX01020114	NW_022593881.1
RXNX01020115	NW_022593882.1
RXNX01020116	NW_022593883.1
RXNX01020117	NW_022593884.1
RXNX01020118	NW_022593885.1
RXNX01020119	NW_022593886.1
RXNX01020120	NW_022593887.1
RXNX01020121	NW_022593888.1
RXNX01020122	NW_022593889.1
RXNX01020123	NW_022593890.1
RXNX01020124	NW_022593891.1
RXNX01020125	NW_022593892.1
RXNX01020126	NW_022593893.1
RXNX01020127	NW_022593894.1
RXNX01020128	NW_022593895.1
RXNX01020129	NW_022593896.1
RXNX01020130	NW_022593897.1
RXNX01020131	NW_022593898.1
RXNX01020132	NW_022593899.1
RXNX01020133	NW_022593900.1
RXNX01020134	NW_022593901.1
RXNX01020138	NW_022593903.1
RXNX01020139	NW_022593904.1
RXNX01020140	NW_022593905.1
RXNX01020141	NW_022593906.1
RXNX01020142	NW_022593907.1
RXNX01020143	NW_022593908.1
RXNX01020144	NW_022593909.1
RXNX01020147	NW_022593911.1
RXNX01020148	NW_022593912.1
RXNX01020149	NW_022593913.1
RXNX01020150	NW_022593914.1
RXNX01020151	NW_022593915.1
RXNX01020152	NW_022593916.1
RXNX01020153	NW_022593917.1
RXNX01020156	NW_022593919.1
RXNX01020157	NW_022593920.1
RXNX01020158	NW_022593921.1
RXNX01020159	NW_022593922.1
RXNX01020160	NW_022593923.1
RXNX01020161	NW_022593924.1
RXNX01020162	NW_022593925.1
RXNX01020163	NW_022593926.1
RXNX01020164	NW_022593927.1
RXNX01020165	NW_022593928.1
RXNX01020168	NW_022593930.1
RXNX01020169	NW_022593931.1
RXNX01020170	NW_022593932.1
RXNX01020171	NW_022593933.1
RXNX01020172	NW_022593934.1
RXNX01020173	NW_022593935.1
RXNX01020174	NW_022593936.1
RXNX01020175	NW_022593937.1
RXNX01020176	NW_022593938.1
RXNX01020177	NW_022593939.1
RXNX01020178	NW_022593940.1
RXNX01020179	NW_022593941.1
RXNX01020180	NW_022593942.1
RXNX01020181	NW_022593943.1
RXNX01020182	NW_022593944.1
RXNX01020183	NW_022593945.1
RXNX01020184	NW_022593946.1
RXNX01020185	NW_022593947.1
RXNX01020186	NW_022593948.1
RXNX01020187	NW_022593949.1
RXNX01020188	NW_022593950.1
RXNX01020189	NW_022593951.1
RXNX01020190	NW_022593952.1
RXNX01020191	NW_022593953.1
RXNX01020192	NW_022593954.1
RXNX01020193	NW_022593955.1
RXNX01020194	NW_022593956.1
RXNX01020195	NW_022593957.1
RXNX01020196	NW_022593958.1
RXNX01020197	NW_022593959.1
RXNX01020198	NW_022593960.1
RXNX01020201	NW_022593962.1
RXNX01020202	NW_022593963.1
RXNX01020203	NW_022593964.1
RXNX01020204	NW_022593965.1
RXNX01020205	NW_022593966.1
RXNX01020206	NW_022593967.1
RXNX01020207	NW_022593968.1
RXNX01020208	NW_022593969.1
RXNX01020209	NW_022593970.1
RXNX01020210	NW_022593971.1
RXNX01020211	NW_022593972.1
RXNX01020212	NW_022593973.1
RXNX01020213	NW_022593974.1
RXNX01020219	NW_022593977.1
RXNX01020220	NW_022593978.1
RXNX01020221	NW_022593979.1
RXNX01020222	NW_022593980.1
RXNX01020223	NW_022593981.1
RXNX01020224	NW_022593982.1
RXNX01020225	NW_022593983.1
RXNX01020226	NW_022593984.1
RXNX01020227	NW_022593985.1
RXNX01020228	NW_022593986.1
RXNX01020229	NW_022593987.1
RXNX01020230	NW_022593988.1
RXNX01020231	NW_022593989.1
RXNX01020232	NW_022593990.1
RXNX01020233	NW_022593991.1
RXNX01020234	NW_022593992.1
RXNX01020235	NW_022593993.1
RXNX01020236	NW_022593994.1
RXNX01020237	NW_022593995.1
RXNX01020238	NW_022593996.1
RXNX01020239	NW_022593997.1
RXNX01020240	NW_022593998.1
RXNX01020241	NW_022593999.1
RXNX01020244	NW_022594001.1
RXNX01020245	NW_022594002.1
RXNX01020246	NW_022594003.1
RXNX01020247	NW_022594004.1
RXNX01020248	NW_022594005.1
RXNX01020249	NW_022594006.1
RXNX01020250	NW_022594007.1
RXNX01020251	NW_022594008.1
RXNX01020252	NW_022594009.1
RXNX01020253	NW_022594010.1
RXNX01020254	NW_022594011.1
RXNX01020255	NW_022594012.1
RXNX01020256	NW_022594013.1
RXNX01020257	NW_022594014.1
RXNX01020258	NW_022594015.1
RXNX01020259	NW_022594016.1
RXNX01020260	NW_022594017.1
RXNX01020261	NW_022594018.1
RXNX01020262	NW_022594019.1
RXNX01020263	NW_022594020.1
RXNX01020264	NW_022594021.1
RXNX01020265	NW_022594022.1
RXNX01020266	NW_022594023.1
RXNX01020267	NW_022594024.1
RXNX01020268	NW_022594025.1
RXNX01020269	NW_022594026.1
RXNX01020270	NW_022594027.1
RXNX01020275	NW_022594030.1
RXNX01020278	NW_022594032.1
RXNX01020281	NW_022594034.1
RXNX01020282	NW_022594035.1
RXNX01020283	NW_022594036.1
RXNX01020284	NW_022594037.1
RXNX01020285	NW_022594038.1
RXNX01020286	NW_022594039.1
RXNX01020287	NW_022594040.1
RXNX01020288	NW_022594041.1
RXNX01020289	NW_022594042.1
RXNX01020290	NW_022594043.1
RXNX01020291	NW_022594044.1
RXNX01020292	NW_022594045.1
RXNX01020293	NW_022594046.1
RXNX01020294	NW_022594047.1
RXNX01020295	NW_022594048.1
RXNX01020296	NW_022594049.1
RXNX01020297	NW_022594050.1
RXNX01020298	NW_022594051.1
RXNX01020299	NW_022594052.1
RXNX01020300	NW_022594053.1
RXNX01020301	NW_022594054.1
RXNX01020302	NW_022594055.1
RXNX01020303	NW_022594056.1
RXNX01020304	NW_022594057.1
RXNX01020305	NW_022594058.1
RXNX01020306	NW_022594059.1
RXNX01020307	NW_022594060.1
RXNX01020308	NW_022594061.1
RXNX01020309	NW_022594062.1
RXNX01020310	NW_022594063.1
RXNX01020311	NW_022594064.1
RXNX01020312	NW_022594065.1
RXNX01020313	NW_022594066.1
RXNX01020314	NW_022594067.1
RXNX01020315	NW_022594068.1
RXNX01020316	NW_022594069.1
RXNX01020319	NW_022594071.1
RXNX01020320	NW_022594072.1
RXNX01020321	NW_022594073.1
RXNX01020322	NW_022594074.1
RXNX01020323	NW_022594075.1
RXNX01020324	NW_022594076.1
RXNX01020325	NW_022594077.1
RXNX01020326	NW_022594078.1
RXNX01020327	NW_022594079.1
RXNX01020328	NW_022594080.1
RXNX01020329	NW_022594081.1
RXNX01020330	NW_022594082.1
RXNX01020331	NW_022594083.1
RXNX01020332	NW_022594084.1
RXNX01020333	NW_022594085.1
RXNX01020334	NW_022594086.1
RXNX01020335	NW_022594087.1
RXNX01020336	NW_022594088.1
RXNX01020339	NW_022594090.1
RXNX01020340	NW_022594091.1
RXNX01020341	NW_022594092.1
RXNX01020342	NW_022594093.1
RXNX01020343	NW_022594094.1
RXNX01020344	NW_022594095.1
RXNX01020345	NW_022594096.1
RXNX01020346	NW_022594097.1
RXNX01020347	NW_022594098.1
RXNX01020348	NW_022594099.1
RXNX01020349	NW_022594100.1
RXNX01020350	NW_022594101.1
RXNX01020351	NW_022594102.1
RXNX01020352	NW_022594103.1
RXNX01020353	NW_022594104.1
RXNX01020357	NW_022594106.1
RXNX01020361	NW_022594108.1
RXNX01020362	NW_022594109.1
RXNX01020363	NW_022594110.1
RXNX01020364	NW_022594111.1
RXNX01020365	NW_022594112.1
RXNX01020366	NW_022594113.1
RXNX01020367	NW_022594114.1
RXNX01020368	NW_022594115.1
RXNX01020369	NW_022594116.1
RXNX01020370	NW_022594117.1
RXNX01020371	NW_022594118.1
RXNX01020372	NW_022594119.1
RXNX01020373	NW_022594120.1
RXNX01020374	NW_022594121.1
RXNX01020375	NW_022594122.1
RXNX01020376	NW_022594123.1
RXNX01020377	NW_022594124.1
RXNX01020378	NW_022594125.1
RXNX01020379	NW_022594126.1
RXNX01020380	NW_022594127.1
RXNX01020381	NW_022594128.1
RXNX01020382	NW_022594129.1
RXNX01020383	NW_022594130.1
RXNX01020384	NW_022594131.1
RXNX01020385	NW_022594132.1
RXNX01020388	NW_022594134.1
RXNX01020389	NW_022594135.1
RXNX01020390	NW_022594136.1
RXNX01020391	NW_022594137.1
RXNX01020392	NW_022594138.1
RXNX01020393	NW_022594139.1
RXNX01020394	NW_022594140.1
RXNX01020395	NW_022594141.1
RXNX01020396	NW_022594142.1
RXNX01020397	NW_022594143.1
RXNX01020398	NW_022594144.1
RXNX01020399	NW_022594145.1
RXNX01020400	NW_022594146.1
RXNX01020401	NW_022594147.1
RXNX01020404	NW_022594149.1
RXNX01020407	NW_022594151.1
RXNX01020408	NW_022594152.1
RXNX01020409	NW_022594153.1
RXNX01020410	NW_022594154.1
RXNX01020411	NW_022594155.1
RXNX01020412	NW_022594156.1
RXNX01020413	NW_022594157.1
RXNX01020414	NW_022594158.1
RXNX01020415	NW_022594159.1
RXNX01020416	NW_022594160.1
RXNX01020417	NW_022594161.1
RXNX01020420	NW_022594163.1
RXNX01020421	NW_022594164.1
RXNX01020422	NW_022594165.1
RXNX01020423	NW_022594166.1
RXNX01020424	NW_022594167.1
RXNX01020425	NW_022594168.1
RXNX01020426	NW_022594169.1
RXNX01020427	NW_022594170.1
RXNX01020428	NW_022594171.1
RXNX01020429	NW_022594172.1
RXNX01020430	NW_022594173.1
RXNX01020431	NW_022594174.1
RXNX01020432	NW_022594175.1
RXNX01020433	NW_022594176.1
RXNX01020438	NW_022594179.1
RXNX01020439	NW_022594180.1
RXNX01020440	NW_022594181.1
RXNX01020441	NW_022594182.1
RXNX01020442	NW_022594183.1
RXNX01020443	NW_022594184.1
RXNX01020444	NW_022594185.1
RXNX01020445	NW_022594186.1
RXNX01020446	NW_022594187.1
RXNX01020447	NW_022594188.1
RXNX01020448	NW_022594189.1
RXNX01020449	NW_022594190.1
RXNX01020452	NW_022594192.1
RXNX01020457	NW_022594195.1
RXNX01020458	NW_022594196.1
RXNX01020459	NW_022594197.1
RXNX01020460	NW_022594198.1
RXNX01020461	NW_022594199.1
RXNX01020462	NW_022594200.1
RXNX01020463	NW_022594201.1
RXNX01020466	NW_022594203.1
RXNX01020467	NW_022594204.1
RXNX01020468	NW_022594205.1
RXNX01020469	NW_022594206.1
RXNX01020472	NW_022594208.1
RXNX01020473	NW_022594209.1
RXNX01020474	NW_022594210.1
RXNX01020475	NW_022594211.1
RXNX01020476	NW_022594212.1
RXNX01020477	NW_022594213.1
RXNX01020478	NW_022594214.1
RXNX01020479	NW_022594215.1
RXNX01020480	NW_022594216.1
RXNX01020481	NW_022594217.1
RXNX01020482	NW_022594218.1
RXNX01020483	NW_022594219.1
RXNX01020484	NW_022594220.1
RXNX01020485	NW_022594221.1
RXNX01020486	NW_022594222.1
RXNX01020487	NW_022594223.1
RXNX01020488	NW_022594224.1
RXNX01020489	NW_022594225.1
RXNX01020490	NW_022594226.1
RXNX01020491	NW_022594227.1
RXNX01020492	NW_022594228.1
RXNX01020493	NW_022594229.1
RXNX01020494	NW_022594230.1
RXNX01020495	NW_022594231.1
RXNX01020496	NW_022594232.1
RXNX01020497	NW_022594233.1
RXNX01020498	NW_022594234.1
RXNX01020499	NW_022594235.1
RXNX01020500	NW_022594236.1
RXNX01020501	NW_022594237.1
RXNX01020502	NW_022594238.1
RXNX01020503	NW_022594239.1
RXNX01020504	NW_022594240.1
RXNX01020505	NW_022594241.1
RXNX01020506	NW_022594242.1
RXNX01020507	NW_022594243.1
RXNX01020508	NW_022594244.1
RXNX01020509	NW_022594245.1
RXNX01020510	NW_022594246.1
RXNX01020511	NW_022594247.1
RXNX01020512	NW_022594248.1
RXNX01020513	NW_022594249.1
RXNX01020516	NW_022594251.1
RXNX01020517	NW_022594252.1
RXNX01020518	NW_022594253.1
RXNX01020519	NW_022594254.1
RXNX01020520	NW_022594255.1
RXNX01020521	NW_022594256.1
RXNX01020522	NW_022594257.1
RXNX01020523	NW_022594258.1
RXNX01020524	NW_022594259.1
RXNX01020525	NW_022594260.1
RXNX01020526	NW_022594261.1
RXNX01020527	NW_022594262.1
RXNX01020528	NW_022594263.1
RXNX01020529	NW_022594264.1
RXNX01020530	NW_022594265.1
RXNX01020531	NW_022594266.1
RXNX01020532	NW_022594267.1
RXNX01020533	NW_022594268.1
RXNX01020534	NW_022594269.1
RXNX01020535	NW_022594270.1
RXNX01020536	NW_022594271.1
RXNX01020537	NW_022594272.1
RXNX01020538	NW_022594273.1
RXNX01020539	NW_022594274.1
RXNX01020540	NW_022594275.1
RXNX01020543	NW_022594277.1
RXNX01020544	NW_022594278.1
RXNX01020545	NW_022594279.1
RXNX01020546	NW_022594280.1
RXNX01020547	NW_022594281.1
RXNX01020548	NW_022594282.1
RXNX01020549	NW_022594283.1
RXNX01020550	NW_022594284.1
RXNX01020551	NW_022594285.1
RXNX01020552	NW_022594286.1
RXNX01020553	NW_022594287.1
RXNX01020556	NW_022594289.1
RXNX01020557	NW_022594290.1
RXNX01020558	NW_022594291.1
RXNX01020561	NW_022594293.1
RXNX01020562	NW_022594294.1
RXNX01020563	NW_022594295.1
RXNX01020564	NW_022594296.1
RXNX01020565	NW_022594297.1
RXNX01020566	NW_022594298.1
RXNX01020569	NW_022594300.1
RXNX01020570	NW_022594301.1
RXNX01020571	NW_022594302.1
RXNX01020572	NW_022594303.1
RXNX01020573	NW_022594304.1
RXNX01020574	NW_022594305.1
RXNX01020575	NW_022594306.1
RXNX01020576	NW_022594307.1
RXNX01020577	NW_022594308.1
RXNX01020578	NW_022594309.1
RXNX01020579	NW_022594310.1
RXNX01020580	NW_022594311.1
RXNX01020581	NW_022594312.1
RXNX01020582	NW_022594313.1
RXNX01020583	NW_022594314.1
RXNX01020584	NW_022594315.1
RXNX01020585	NW_022594316.1
RXNX01020586	NW_022594317.1
RXNX01020587	NW_022594318.1
RXNX01020588	NW_022594319.1
RXNX01020589	NW_022594320.1
RXNX01020590	NW_022594321.1
RXNX01020593	NW_022594323.1
RXNX01020594	NW_022594324.1
RXNX01020595	NW_022594325.1
RXNX01020596	NW_022594326.1
RXNX01020597	NW_022594327.1
RXNX01020598	NW_022594328.1
RXNX01020599	NW_022594329.1
RXNX01020600	NW_022594330.1
RXNX01020601	NW_022594331.1
RXNX01020602	NW_022594332.1
RXNX01020603	NW_022594333.1
RXNX01020604	NW_022594334.1
RXNX01020605	NW_022594335.1
RXNX01020606	NW_022594336.1
RXNX01020607	NW_022594337.1
RXNX01020608	NW_022594338.1
RXNX01020609	NW_022594339.1
RXNX01020610	NW_022594340.1
RXNX01020611	NW_022594341.1
RXNX01020612	NW_022594342.1
RXNX01020615	NW_022594344.1
RXNX01020618	NW_022594346.1
RXNX01020619	NW_022594347.1
RXNX01020620	NW_022594348.1
RXNX01020621	NW_022594349.1
RXNX01020622	NW_022594350.1
RXNX01020623	NW_022594351.1
RXNX01020624	NW_022594352.1
RXNX01020625	NW_022594353.1
RXNX01020626	NW_022594354.1
RXNX01020627	NW_022594355.1
RXNX01020628	NW_022594356.1
RXNX01020629	NW_022594357.1
RXNX01020630	NW_022594358.1
RXNX01020631	NW_022594359.1
RXNX01020632	NW_022594360.1
RXNX01020633	NW_022594361.1
RXNX01020634	NW_022594362.1
RXNX01020635	NW_022594363.1
RXNX01020636	NW_022594364.1
RXNX01020637	NW_022594365.1
RXNX01020638	NW_022594366.1
RXNX01020639	NW_022594367.1
RXNX01020640	NW_022594368.1
RXNX01020641	NW_022594369.1
RXNX01020642	NW_022594370.1
RXNX01020643	NW_022594371.1
RXNX01020644	NW_022594372.1
RXNX01020645	NW_022594373.1
RXNX01020646	NW_022594374.1
RXNX01020647	NW_022594375.1
RXNX01020648	NW_022594376.1
RXNX01020649	NW_022594377.1
RXNX01020650	NW_022594378.1
RXNX01020651	NW_022594379.1
RXNX01020654	NW_022594381.1
RXNX01020655	NW_022594382.1
RXNX01020658	NW_022594384.1
RXNX01020659	NW_022594385.1
RXNX01020660	NW_022594386.1
RXNX01020661	NW_022594387.1
RXNX01020662	NW_022594388.1
RXNX01020663	NW_022594389.1
RXNX01020664	NW_022594390.1
RXNX01020665	NW_022594391.1
RXNX01020666	NW_022594392.1
RXNX01020667	NW_022594393.1
RXNX01020668	NW_022594394.1
RXNX01020669	NW_022594395.1
RXNX01020670	NW_022594396.1
RXNX01020671	NW_022594397.1
RXNX01020672	NW_022594398.1
RXNX01020673	NW_022594399.1
RXNX01020674	NW_022594400.1
RXNX01020675	NW_022594401.1
RXNX01020676	NW_022594402.1
RXNX01020679	NW_022594404.1
RXNX01020680	NW_022594405.1
RXNX01020681	NW_022594406.1
RXNX01020682	NW_022594407.1
RXNX01020683	NW_022594408.1
RXNX01020684	NW_022594409.1
RXNX01020685	NW_022594410.1
RXNX01020686	NW_022594411.1
RXNX01020687	NW_022594412.1
RXNX01020688	NW_022594413.1
RXNX01020689	NW_022594414.1
RXNX01020690	NW_022594415.1
RXNX01020691	NW_022594416.1
RXNX01020692	NW_022594417.1
RXNX01020693	NW_022594418.1
RXNX01020694	NW_022594419.1
RXNX01020695	NW_022594420.1
RXNX01020696	NW_022594421.1
RXNX01020697	NW_022594422.1
RXNX01020698	NW_022594423.1
RXNX01020699	NW_022594424.1
RXNX01020703	NW_022594426.1
RXNX01020706	NW_022594428.1
RXNX01020707	NW_022594429.1
RXNX01020708	NW_022594430.1
RXNX01020709	NW_022594431.1
RXNX01020710	NW_022594432.1
RXNX01020713	NW_022594434.1
RXNX01020716	NW_022594436.1
RXNX01020717	NW_022594437.1
RXNX01020718	NW_022594438.1
RXNX01020719	NW_022594439.1
RXNX01020720	NW_022594440.1
RXNX01020721	NW_022594441.1
RXNX01020722	NW_022594442.1
RXNX01020723	NW_022594443.1
RXNX01020724	NW_022594444.1
RXNX01020725	NW_022594445.1
RXNX01020726	NW_022594446.1
RXNX01020727	NW_022594447.1
RXNX01020728	NW_022594448.1
RXNX01020729	NW_022594449.1
RXNX01020730	NW_022594450.1
RXNX01020731	NW_022594451.1
RXNX01020732	NW_022594452.1
RXNX01020733	NW_022594453.1
RXNX01020734	NW_022594454.1
RXNX01020735	NW_022594455.1
RXNX01020736	NW_022594456.1
RXNX01020737	NW_022594457.1
RXNX01020738	NW_022594458.1
RXNX01020739	NW_022594459.1
RXNX01020740	NW_022594460.1
RXNX01020743	NW_022594462.1
RXNX01020744	NW_022594463.1
RXNX01020747	NW_022594465.1
RXNX01020748	NW_022594466.1
RXNX01020749	NW_022594467.1
RXNX01020750	NW_022594468.1
RXNX01020751	NW_022594469.1
RXNX01020752	NW_022594470.1
RXNX01020753	NW_022594471.1
RXNX01020754	NW_022594472.1
RXNX01020755	NW_022594473.1
RXNX01020756	NW_022594474.1
RXNX01020757	NW_022594475.1
RXNX01020760	NW_022594477.1
RXNX01020761	NW_022594478.1
RXNX01020762	NW_022594479.1
RXNX01020763	NW_022594480.1
RXNX01020764	NW_022594481.1
RXNX01020765	NW_022594482.1
RXNX01020766	NW_022594483.1
RXNX01020767	NW_022594484.1
RXNX01020768	NW_022594485.1
RXNX01020769	NW_022594486.1
RXNX01020770	NW_022594487.1
RXNX01020771	NW_022594488.1
RXNX01020772	NW_022594489.1
RXNX01020773	NW_022594490.1
RXNX01020774	NW_022594491.1
RXNX01020775	NW_022594492.1
RXNX01020776	NW_022594493.1
RXNX01020777	NW_022594494.1
RXNX01020778	NW_022594495.1
RXNX01020779	NW_022594496.1
RXNX01020780	NW_022594497.1
RXNX01020781	NW_022594498.1
RXNX01020782	NW_022594499.1
RXNX01020783	NW_022594500.1
RXNX01020784	NW_022594501.1
RXNX01020785	NW_022594502.1
RXNX01020786	NW_022594503.1
RXNX01020787	NW_022594504.1
RXNX01020788	NW_022594505.1
RXNX01020791	NW_022594507.1
RXNX01020792	NW_022594508.1
RXNX01020793	NW_022594509.1
RXNX01020794	NW_022594510.1
RXNX01020795	NW_022594511.1
RXNX01020796	NW_022594512.1
RXNX01020797	NW_022594513.1
RXNX01020798	NW_022594514.1
RXNX01020799	NW_022594515.1
RXNX01020800	NW_022594516.1
RXNX01020801	NW_022594517.1
RXNX01020802	NW_022594518.1
RXNX01020803	NW_022594519.1
RXNX01020806	NW_022594521.1
RXNX01020807	NW_022594522.1
RXNX01020812	NW_022594525.1
RXNX01020813	NW_022594526.1
RXNX01020814	NW_022594527.1
RXNX01020815	NW_022594528.1
RXNX01020818	NW_022594530.1
RXNX01020819	NW_022594531.1
RXNX01020820	NW_022594532.1
RXNX01020821	NW_022594533.1
RXNX01020822	NW_022594534.1
RXNX01020823	NW_022594535.1
RXNX01020824	NW_022594536.1
RXNX01020825	NW_022594537.1
RXNX01020826	NW_022594538.1
RXNX01020827	NW_022594539.1
RXNX01020828	NW_022594540.1
RXNX01020829	NW_022594541.1
RXNX01020830	NW_022594542.1
RXNX01020831	NW_022594543.1
RXNX01020832	NW_022594544.1
RXNX01020833	NW_022594545.1
RXNX01020834	NW_022594546.1
RXNX01020835	NW_022594547.1
RXNX01020836	NW_022594548.1
RXNX01020837	NW_022594549.1
RXNX01020838	NW_022594550.1
RXNX01020839	NW_022594551.1
RXNX01020840	NW_022594552.1
RXNX01020841	NW_022594553.1
RXNX01020842	NW_022594554.1
RXNX01020843	NW_022594555.1
RXNX01020847	NW_022594557.1
RXNX01020848	NW_022594558.1
RXNX01020849	NW_022594559.1
RXNX01020850	NW_022594560.1
RXNX01020851	NW_022594561.1
RXNX01020852	NW_022594562.1
RXNX01020853	NW_022594563.1
RXNX01020854	NW_022594564.1
RXNX01020855	NW_022594565.1
RXNX01020856	NW_022594566.1
RXNX01020857	NW_022594567.1
RXNX01020858	NW_022594568.1
RXNX01020859	NW_022594569.1
RXNX01020860	NW_022594570.1
RXNX01020861	NW_022594571.1
RXNX01020864	NW_022594573.1
RXNX01020865	NW_022594574.1
RXNX01020866	NW_022594575.1
RXNX01020867	NW_022594576.1
RXNX01020868	NW_022594577.1
RXNX01020869	NW_022594578.1
RXNX01020870	NW_022594579.1
RXNX01020871	NW_022594580.1
RXNX01020872	NW_022594581.1
RXNX01020873	NW_022594582.1
RXNX01020874	NW_022594583.1
RXNX01020875	NW_022594584.1
RXNX01020876	NW_022594585.1
RXNX01020877	NW_022594586.1
RXNX01020878	NW_022594587.1
RXNX01020879	NW_022594588.1
RXNX01020882	NW_022594590.1
RXNX01020883	NW_022594591.1
RXNX01020884	NW_022594592.1
RXNX01020885	NW_022594593.1
RXNX01020886	NW_022594594.1
RXNX01020887	NW_022594595.1
RXNX01020888	NW_022594596.1
RXNX01020889	NW_022594597.1
RXNX01020890	NW_022594598.1
RXNX01020891	NW_022594599.1
RXNX01020894	NW_022594601.1
RXNX01020897	NW_022594603.1
RXNX01020904	NW_022594607.1
RXNX01020905	NW_022594608.1
RXNX01020908	NW_022594610.1
RXNX01020909	NW_022594611.1
RXNX01020910	NW_022594612.1
RXNX01020911	NW_022594613.1
RXNX01020912	NW_022594614.1
RXNX01020913	NW_022594615.1
RXNX01020914	NW_022594616.1
RXNX01020915	NW_022594617.1
RXNX01020916	NW_022594618.1
RXNX01020917	NW_022594619.1
RXNX01020918	NW_022594620.1
RXNX01020919	NW_022594621.1
RXNX01020920	NW_022594622.1
RXNX01020921	NW_022594623.1
RXNX01020922	NW_022594624.1
RXNX01020923	NW_022594625.1
